"scripts","detailing","lagged_scripts","mean_samples","doctorType"
7,3,4,1.21304347826087,"General Physician"
6,1,7,1.21304347826087,"General Physician"
5,3,6,1.21304347826087,"General Physician"
6,3,5,1.21304347826087,"General Physician"
6,2,6,1.21304347826087,"General Physician"
6,2,6,1.21304347826087,"General Physician"
10,4,6,1.21304347826087,"General Physician"
9,4,10,1.21304347826087,"General Physician"
16,6,9,1.21304347826087,"General Physician"
4,4,16,1.21304347826087,"General Physician"
3,3,4,1.21304347826087,"General Physician"
12,12,3,1.21304347826087,"General Physician"
11,5,12,1.21304347826087,"General Physician"
9,3,11,1.21304347826087,"General Physician"
6,4,9,1.21304347826087,"General Physician"
13,10,6,1.21304347826087,"General Physician"
13,3,13,1.21304347826087,"General Physician"
10,2,13,1.21304347826087,"General Physician"
8,5,10,1.21304347826087,"General Physician"
15,6,8,1.21304347826087,"General Physician"
16,5,15,1.21304347826087,"General Physician"
1,5,16,1.21304347826087,"General Physician"
7,3,1,1.21304347826087,"General Physician"
0,0,0,0.2,"General Physician"
2,0,0,0.2,"General Physician"
2,0,2,0.2,"General Physician"
1,0,2,0.2,"General Physician"
1,0,1,0.2,"General Physician"
1,0,1,0.2,"General Physician"
1,0,1,0.2,"General Physician"
0,0,1,0.2,"General Physician"
2,0,0,0.2,"General Physician"
3,1,2,0.2,"General Physician"
0,0,3,0.2,"General Physician"
0,0,0,0.2,"General Physician"
5,0,0,0.2,"General Physician"
1,0,5,0.2,"General Physician"
3,1,1,0.2,"General Physician"
3,1,3,0.2,"General Physician"
1,0,3,0.2,"General Physician"
1,0,1,0.2,"General Physician"
5,3,1,0.2,"General Physician"
0,6,5,0.2,"General Physician"
1,4,0,0.2,"General Physician"
1,6,1,0.2,"General Physician"
3,7,1,0.2,"General Physician"
0,0,0,0.130434782608696,"Other Specialist"
0,0,0,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
4,1,0,0.130434782608696,"Other Specialist"
0,0,4,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
0,0,0,0.130434782608696,"Other Specialist"
5,1,0,0.130434782608696,"Other Specialist"
5,1,5,0.130434782608696,"Other Specialist"
0,1,5,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
0,0,0,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
4,0,0,0.130434782608696,"Other Specialist"
0,0,4,0.130434782608696,"Other Specialist"
0,1,0,0.130434782608696,"Other Specialist"
0,2,0,0.130434782608696,"Other Specialist"
2,1,0,0.130434782608696,"Other Specialist"
0,2,2,0.130434782608696,"Other Specialist"
6,2,1,0.452173913043478,"General Physician"
1,0,6,0.452173913043478,"General Physician"
1,2,1,0.452173913043478,"General Physician"
4,1,1,0.452173913043478,"General Physician"
6,1,4,0.452173913043478,"General Physician"
5,1,6,0.452173913043478,"General Physician"
0,1,5,0.452173913043478,"General Physician"
2,1,0,0.452173913043478,"General Physician"
0,1,2,0.452173913043478,"General Physician"
0,1,0,0.452173913043478,"General Physician"
0,0,0,0.452173913043478,"General Physician"
0,2,0,0.452173913043478,"General Physician"
4,1,0,0.452173913043478,"General Physician"
0,1,4,0.452173913043478,"General Physician"
0,1,0,0.452173913043478,"General Physician"
0,1,0,0.452173913043478,"General Physician"
0,1,0,0.452173913043478,"General Physician"
0,1,0,0.452173913043478,"General Physician"
0,1,0,0.452173913043478,"General Physician"
0,1,0,0.452173913043478,"General Physician"
1,0,0,0.452173913043478,"General Physician"
10,1,1,0.452173913043478,"General Physician"
2,0,10,0.452173913043478,"General Physician"
5,0,0,0.939130434782609,"Other Specialist"
0,0,5,0.939130434782609,"Other Specialist"
0,0,0,0.939130434782609,"Other Specialist"
3,0,0,0.939130434782609,"Other Specialist"
0,0,3,0.939130434782609,"Other Specialist"
0,0,0,0.939130434782609,"Other Specialist"
0,0,0,0.939130434782609,"Other Specialist"
0,2,0,0.939130434782609,"Other Specialist"
0,2,0,0.939130434782609,"Other Specialist"
0,2,0,0.939130434782609,"Other Specialist"
0,2,0,0.939130434782609,"Other Specialist"
4,3,0,0.939130434782609,"Other Specialist"
2,1,4,0.939130434782609,"Other Specialist"
2,0,2,0.939130434782609,"Other Specialist"
0,0,2,0.939130434782609,"Other Specialist"
0,0,0,0.939130434782609,"Other Specialist"
0,0,0,0.939130434782609,"Other Specialist"
2,1,0,0.939130434782609,"Other Specialist"
2,0,2,0.939130434782609,"Other Specialist"
2,7,2,0.939130434782609,"Other Specialist"
2,4,2,0.939130434782609,"Other Specialist"
3,3,2,0.939130434782609,"Other Specialist"
6,2,3,0.939130434782609,"Other Specialist"
16,0,7,0.6,"General Physician"
6,0,16,0.6,"General Physician"
7,0,6,0.6,"General Physician"
4,3,7,0.6,"General Physician"
5,2,4,0.6,"General Physician"
7,3,5,0.6,"General Physician"
10,1,7,0.6,"General Physician"
5,2,10,0.6,"General Physician"
8,2,5,0.6,"General Physician"
14,1,8,0.6,"General Physician"
13,2,14,0.6,"General Physician"
10,1,13,0.6,"General Physician"
7,3,10,0.6,"General Physician"
11,0,7,0.6,"General Physician"
11,1,11,0.6,"General Physician"
11,0,11,0.6,"General Physician"
5,1,11,0.6,"General Physician"
17,0,5,0.6,"General Physician"
12,1,17,0.6,"General Physician"
7,0,12,0.6,"General Physician"
11,2,7,0.6,"General Physician"
7,2,11,0.6,"General Physician"
2,0,7,0.6,"General Physician"
1,0,4,0.426086956521739,"General Physician"
2,0,1,0.426086956521739,"General Physician"
1,0,2,0.426086956521739,"General Physician"
6,0,1,0.426086956521739,"General Physician"
5,2,6,0.426086956521739,"General Physician"
3,0,5,0.426086956521739,"General Physician"
2,2,3,0.426086956521739,"General Physician"
4,2,2,0.426086956521739,"General Physician"
7,3,4,0.426086956521739,"General Physician"
7,3,7,0.426086956521739,"General Physician"
6,1,7,0.426086956521739,"General Physician"
9,2,6,0.426086956521739,"General Physician"
8,3,9,0.426086956521739,"General Physician"
6,3,8,0.426086956521739,"General Physician"
6,2,6,0.426086956521739,"General Physician"
10,4,6,0.426086956521739,"General Physician"
6,0,10,0.426086956521739,"General Physician"
7,3,6,0.426086956521739,"General Physician"
9,4,7,0.426086956521739,"General Physician"
4,4,9,0.426086956521739,"General Physician"
12,1,4,0.426086956521739,"General Physician"
11,2,12,0.426086956521739,"General Physician"
9,5,11,0.426086956521739,"General Physician"
2,1,7,0.547826086956522,"General Physician"
3,0,2,0.547826086956522,"General Physician"
3,1,3,0.547826086956522,"General Physician"
3,0,3,0.547826086956522,"General Physician"
2,2,3,0.547826086956522,"General Physician"
3,1,2,0.547826086956522,"General Physician"
3,1,3,0.547826086956522,"General Physician"
4,2,3,0.547826086956522,"General Physician"
3,0,4,0.547826086956522,"General Physician"
5,0,3,0.547826086956522,"General Physician"
4,0,5,0.547826086956522,"General Physician"
4,0,4,0.547826086956522,"General Physician"
2,1,4,0.547826086956522,"General Physician"
0,1,2,0.547826086956522,"General Physician"
1,2,0,0.547826086956522,"General Physician"
4,1,1,0.547826086956522,"General Physician"
3,0,4,0.547826086956522,"General Physician"
2,0,3,0.547826086956522,"General Physician"
4,2,2,0.547826086956522,"General Physician"
4,1,4,0.547826086956522,"General Physician"
1,1,4,0.547826086956522,"General Physician"
1,1,1,0.547826086956522,"General Physician"
4,2,1,0.547826086956522,"General Physician"
4,0,10,0.0391304347826087,"General Physician"
0,2,4,0.0391304347826087,"General Physician"
1,1,0,0.0391304347826087,"General Physician"
1,1,1,0.0391304347826087,"General Physician"
1,0,1,0.0391304347826087,"General Physician"
1,0,1,0.0391304347826087,"General Physician"
0,0,1,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,1,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,1,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
2,0,0,0.0391304347826087,"General Physician"
2,0,2,0.0391304347826087,"General Physician"
0,0,2,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,0,0,0.0391304347826087,"General Physician"
0,4,5,1.44782608695652,"General Physician"
4,5,0,1.44782608695652,"General Physician"
9,3,4,1.44782608695652,"General Physician"
4,1,9,1.44782608695652,"General Physician"
8,3,4,1.44782608695652,"General Physician"
3,3,8,1.44782608695652,"General Physician"
4,4,3,1.44782608695652,"General Physician"
0,5,4,1.44782608695652,"General Physician"
3,6,0,1.44782608695652,"General Physician"
6,4,3,1.44782608695652,"General Physician"
5,4,6,1.44782608695652,"General Physician"
1,5,5,1.44782608695652,"General Physician"
3,8,1,1.44782608695652,"General Physician"
2,8,3,1.44782608695652,"General Physician"
3,4,2,1.44782608695652,"General Physician"
4,4,3,1.44782608695652,"General Physician"
3,3,4,1.44782608695652,"General Physician"
6,3,3,1.44782608695652,"General Physician"
1,5,6,1.44782608695652,"General Physician"
0,4,1,1.44782608695652,"General Physician"
2,2,0,1.44782608695652,"General Physician"
7,4,2,1.44782608695652,"General Physician"
3,4,7,1.44782608695652,"General Physician"
5,2,0,1.72608695652174,"General Physician"
0,2,5,1.72608695652174,"General Physician"
0,1,0,1.72608695652174,"General Physician"
5,0,0,1.72608695652174,"General Physician"
5,2,5,1.72608695652174,"General Physician"
0,0,5,1.72608695652174,"General Physician"
12,2,0,1.72608695652174,"General Physician"
0,1,12,1.72608695652174,"General Physician"
11,3,0,1.72608695652174,"General Physician"
0,2,11,1.72608695652174,"General Physician"
0,1,0,1.72608695652174,"General Physician"
0,2,0,1.72608695652174,"General Physician"
0,2,0,1.72608695652174,"General Physician"
0,3,0,1.72608695652174,"General Physician"
0,1,0,1.72608695652174,"General Physician"
0,4,0,1.72608695652174,"General Physician"
0,3,0,1.72608695652174,"General Physician"
0,1,0,1.72608695652174,"General Physician"
0,5,0,1.72608695652174,"General Physician"
0,3,0,1.72608695652174,"General Physician"
0,2,0,1.72608695652174,"General Physician"
3,2,0,1.72608695652174,"General Physician"
0,4,3,1.72608695652174,"General Physician"
7,5,3,0.856521739130435,"General Physician"
0,3,7,0.856521739130435,"General Physician"
0,2,0,0.856521739130435,"General Physician"
3,3,0,0.856521739130435,"General Physician"
6,3,3,0.856521739130435,"General Physician"
4,6,6,0.856521739130435,"General Physician"
6,7,4,0.856521739130435,"General Physician"
4,5,6,0.856521739130435,"General Physician"
0,0,4,0.856521739130435,"General Physician"
4,4,0,0.856521739130435,"General Physician"
7,1,4,0.856521739130435,"General Physician"
0,2,7,0.856521739130435,"General Physician"
2,3,0,0.856521739130435,"General Physician"
0,7,2,0.856521739130435,"General Physician"
3,1,0,0.856521739130435,"General Physician"
2,4,3,0.856521739130435,"General Physician"
2,1,2,0.856521739130435,"General Physician"
0,1,2,0.856521739130435,"General Physician"
0,0,0,0.856521739130435,"General Physician"
0,0,0,0.856521739130435,"General Physician"
0,0,0,0.856521739130435,"General Physician"
0,0,0,0.856521739130435,"General Physician"
0,0,0,0.856521739130435,"General Physician"
13,3,11,0.160869565217391,"General Physician"
15,1,13,0.160869565217391,"General Physician"
8,1,15,0.160869565217391,"General Physician"
5,2,8,0.160869565217391,"General Physician"
14,1,5,0.160869565217391,"General Physician"
13,0,14,0.160869565217391,"General Physician"
5,0,13,0.160869565217391,"General Physician"
11,0,5,0.160869565217391,"General Physician"
13,1,11,0.160869565217391,"General Physician"
14,2,13,0.160869565217391,"General Physician"
14,2,14,0.160869565217391,"General Physician"
8,4,14,0.160869565217391,"General Physician"
10,3,8,0.160869565217391,"General Physician"
10,4,10,0.160869565217391,"General Physician"
5,4,10,0.160869565217391,"General Physician"
8,2,5,0.160869565217391,"General Physician"
9,4,8,0.160869565217391,"General Physician"
6,2,9,0.160869565217391,"General Physician"
10,7,6,0.160869565217391,"General Physician"
11,5,10,0.160869565217391,"General Physician"
12,4,11,0.160869565217391,"General Physician"
11,5,12,0.160869565217391,"General Physician"
3,7,11,0.160869565217391,"General Physician"
0,1,5,0.469565217391304,"Other Specialist"
0,1,0,0.469565217391304,"Other Specialist"
0,2,0,0.469565217391304,"Other Specialist"
14,1,0,0.469565217391304,"Other Specialist"
0,2,14,0.469565217391304,"Other Specialist"
0,1,0,0.469565217391304,"Other Specialist"
5,2,0,0.469565217391304,"Other Specialist"
0,2,5,0.469565217391304,"Other Specialist"
2,1,0,0.469565217391304,"Other Specialist"
5,2,2,0.469565217391304,"Other Specialist"
4,2,5,0.469565217391304,"Other Specialist"
0,3,4,0.469565217391304,"Other Specialist"
0,2,0,0.469565217391304,"Other Specialist"
4,1,0,0.469565217391304,"Other Specialist"
4,0,4,0.469565217391304,"Other Specialist"
0,1,4,0.469565217391304,"Other Specialist"
0,2,0,0.469565217391304,"Other Specialist"
0,1,0,0.469565217391304,"Other Specialist"
0,2,0,0.469565217391304,"Other Specialist"
0,2,0,0.469565217391304,"Other Specialist"
4,1,0,0.469565217391304,"Other Specialist"
4,1,4,0.469565217391304,"Other Specialist"
5,3,4,0.469565217391304,"Other Specialist"
17,4,7,2.21739130434783,"General Physician"
18,3,17,2.21739130434783,"General Physician"
5,3,18,2.21739130434783,"General Physician"
13,5,5,2.21739130434783,"General Physician"
11,1,13,2.21739130434783,"General Physician"
0,3,11,2.21739130434783,"General Physician"
13,3,0,2.21739130434783,"General Physician"
12,4,13,2.21739130434783,"General Physician"
6,4,12,2.21739130434783,"General Physician"
2,6,6,2.21739130434783,"General Physician"
20,4,2,2.21739130434783,"General Physician"
9,6,20,2.21739130434783,"General Physician"
4,5,9,2.21739130434783,"General Physician"
13,7,4,2.21739130434783,"General Physician"
11,6,13,2.21739130434783,"General Physician"
6,6,11,2.21739130434783,"General Physician"
2,4,6,2.21739130434783,"General Physician"
9,3,2,2.21739130434783,"General Physician"
8,7,9,2.21739130434783,"General Physician"
3,8,8,2.21739130434783,"General Physician"
3,4,3,2.21739130434783,"General Physician"
7,3,3,2.21739130434783,"General Physician"
8,5,7,2.21739130434783,"General Physician"
2,2,6,0.28695652173913,"Other Specialist"
5,2,2,0.28695652173913,"Other Specialist"
1,2,5,0.28695652173913,"Other Specialist"
4,3,1,0.28695652173913,"Other Specialist"
3,6,4,0.28695652173913,"Other Specialist"
5,4,3,0.28695652173913,"Other Specialist"
6,6,5,0.28695652173913,"Other Specialist"
3,5,6,0.28695652173913,"Other Specialist"
5,1,3,0.28695652173913,"Other Specialist"
5,3,5,0.28695652173913,"Other Specialist"
9,3,5,0.28695652173913,"Other Specialist"
3,5,9,0.28695652173913,"Other Specialist"
8,6,3,0.28695652173913,"Other Specialist"
3,2,8,0.28695652173913,"Other Specialist"
5,0,3,0.28695652173913,"Other Specialist"
8,0,5,0.28695652173913,"Other Specialist"
1,1,8,0.28695652173913,"Other Specialist"
3,0,1,0.28695652173913,"Other Specialist"
5,0,3,0.28695652173913,"Other Specialist"
3,2,5,0.28695652173913,"Other Specialist"
4,4,3,0.28695652173913,"Other Specialist"
3,4,4,0.28695652173913,"Other Specialist"
1,3,3,0.28695652173913,"Other Specialist"
4,1,0,0.991304347826087,"General Physician"
0,0,4,0.991304347826087,"General Physician"
7,1,0,0.991304347826087,"General Physician"
0,1,7,0.991304347826087,"General Physician"
